iteration,train_mlogloss,validation_mlogloss
180,0.38056342698294127,1.0915896211270593
181,0.3780889959307942,1.0912922192358383
182,0.3757368124886194,1.090876979727109
183,0.37330927334746644,1.0907058653585409
184,0.37066478003990294,1.0899933590382715
185,0.36829194550003325,1.0896150764678896
186,0.3658286045438754,1.0891763417947369
187,0.3633881241060139,1.0886896906002947
188,0.3610682999192726,1.088443507157426
189,0.3586968413872334,1.0880817023647251
190,0.3564563965391634,1.0877926631519221
191,0.3541554315005002,1.0873820056929981
192,0.3518262957582123,1.0872164038359187
193,0.3494726483513313,1.08708365182727
194,0.3471572997566892,1.086494692723354
195,0.3448221576972199,1.0863088602444622
196,0.3427379969601974,1.0858519062636334
197,0.3403989326651832,1.085465800778984
198,0.3383462064885091,1.0851339534751605
199,0.33620286458219023,1.0846514425837812
200,0.3341360423128797,1.0844631618292624
201,0.33188717417072483,1.0841488748978736
202,0.329764091851435,1.0838703391432865
203,0.32758441979306685,1.083463109957229
204,0.32549198780233773,1.083156213221664
205,0.323427674534337,1.0827547838789542
206,0.3213165892338466,1.0826597601939647
207,0.31919072615878014,1.0826575791175128
208,0.3171823453779368,1.0827265487126352
209,0.3151218877602618,1.0826298227445295
210,0.31321536394394656,1.0824296430924005
211,0.31129192383027876,1.0823566345049402
212,0.30934599463999757,1.0823352299332691
213,0.3073146890614104,1.0823850952289649
214,0.3053935620051024,1.0822583437797948
215,0.30335847259025156,1.0822131125838859
216,0.301294476542881,1.0819233038251332
217,0.2994169610503637,1.0815840905619916
218,0.29753230015767346,1.08115942072498
219,0.295678378561452,1.0809435586770269
220,0.2937961916330165,1.0807855839334297
221,0.29197925246181383,1.0809935168170342
222,0.29023875307888375,1.080670359845244
223,0.28846327755300166,1.080666199343941
224,0.2866851479371378,1.0807797743636547
225,0.2850045844571044,1.0806440359053886
226,0.2832020042823084,1.0807793829532966
227,0.28146469947368524,1.0806736418332001
228,0.27980600081236584,1.0805471240981932
229,0.27810500708094055,1.0804425783356055
230,0.27643631519487133,1.0805485201364353
231,0.2748718057727231,1.0807177252422844
232,0.27326811220469177,1.0808099383845182
233,0.27158029100265896,1.080982366339158
234,0.2698394718134105,1.0810740467440336
235,0.2681544068856359,1.0810161864764085
236,0.26644098129633803,1.0810444765584544
237,0.26478614999146627,1.081037301157703
238,0.2632249122509217,1.0810853962838154
239,0.2615772798196503,1.0811809975700817
240,0.2599867601990055,1.0809324704995742
241,0.2584388933083981,1.080909832449106
242,0.2567956919168639,1.0808006927687166
243,0.25521357667363537,1.0808625846823634
244,0.2536709310871014,1.080841912304786
245,0.25221965117770845,1.0806859585820712
246,0.2506421233813723,1.0806324342873268
247,0.24907427598620416,1.0808857894919857
248,0.24752193489352414,1.080682843749637
249,0.24614263990176413,1.0807250888007547
250,0.24460811993695858,1.0806071842874372
251,0.24317322565875657,1.080546528764571
252,0.2417579800369484,1.080396757637991
253,0.24031667678276356,1.0801906500469887
254,0.23892290965079502,1.080042081471911
255,0.23760706451658778,1.0800785843029552
256,0.23617561620998284,1.0803107439815904
257,0.2347833226806792,1.0804389771366913
258,0.2333459119258727,1.0805988031356537
259,0.23185607708380088,1.0806089856460677
260,0.23042766469754236,1.0805958375117188
261,0.22919453534070358,1.0808251525788
262,0.22778037149221095,1.0808958895556133
263,0.22645670390684763,1.080973428938596
264,0.22511383831800708,1.0811348603047373
265,0.22380578124582826,1.0811666375569076
266,0.22251591269872734,1.0812069480257196
267,0.221231631007419,1.081318016803798
268,0.21990005838801152,1.081677862227516
269,0.21861055192727127,1.081844562937713
270,0.21728864319959637,1.0817135924543253
271,0.21597976868935456,1.081574807427969
272,0.21477227942849345,1.0816770147960597
273,0.21357882864929534,1.081700700770798
274,0.2123031414623914,1.081737462256224
275,0.21104944660061198,1.0817730190416477
276,0.20980831955057164,1.0818931152378901
277,0.208596695462925,1.0821467772699362
278,0.20738882445102805,1.0821954551399904
279,0.20619056960254967,1.0820887239804324
280,0.2049577148262428,1.0823189389821528
281,0.2037712340398,1.0825583894818738
282,0.20262597430729198,1.0827152091613608
283,0.20149514136894486,1.0829413474800822
284,0.20040804571349977,1.0831555450577253
285,0.19924756021065973,1.0831498993299464
286,0.19819140957340833,1.083317123452889
287,0.19709291961343428,1.0834972880996974
288,0.19603760417636382,1.08370325632417
289,0.19491301313735068,1.0837921647847544
290,0.1937947534697222,1.0839572009972471
291,0.19267354121949862,1.0839870932033226
292,0.1915949013927041,1.0842395845737338
293,0.19056840063254465,1.0845009325063257
294,0.18948331058125836,1.084551260136668
295,0.1884440240461412,1.0847109427368196
296,0.1874228648738357,1.0848166498593672
297,0.1864057342027878,1.0848964315179364
298,0.1853961214580704,1.0851497281449882
299,0.18442373397655978,1.0852655591099027
300,0.18341847926812901,1.0853629760029617
301,0.18247443794428753,1.085562585242842
302,0.18148036860305314,1.0856776470328442
303,0.18048989856067713,1.086099340829187
304,0.17952926699171906,1.0861511588062784
305,0.1785517468516281,1.0864015811153878
306,0.17756756977141083,1.0866059667089212
307,0.17661684180820364,1.08671005788201
308,0.1757163107038581,1.0871581364853773
309,0.17480053223709546,1.0874110914405537
310,0.1739046610894816,1.0875494920227176
311,0.17302233758095098,1.0876567713236909
312,0.17211275552667282,1.0880134434604951
313,0.17123546764615077,1.088235067362275
314,0.17033347883196084,1.0884692784282743
315,0.16941902825498498,1.0885689234646634
316,0.16854531307860313,1.088761307574132
317,0.16768364695373747,1.0889242843937972
318,0.1668322628893518,1.0891743277608292
319,0.1660249101414731,1.089164279721499
320,0.16518021119887027,1.0895330759727586
321,0.16435494214021068,1.0895331838183575
322,0.16349879147007804,1.0897056939179401
323,0.1626647462389935,1.0898288967023382
324,0.16181365155525523,1.0901401761495981
325,0.16096116961039073,1.0905834017947837
326,0.16015613416196303,1.090694143668352
327,0.1593082711676176,1.090878798266267
328,0.15853650689924376,1.0908854294747743
329,0.15775213762556156,1.0910967434713166
330,0.15697347279751694,1.0912516698530361
331,0.1561979840104773,1.0916029850582072
332,0.15542166241876873,1.091922665356642
333,0.15465040557115398,1.092186375408419
334,0.15384578970094265,1.092416860452322
335,0.1531071770828116,1.092518085609272
336,0.15236600777949727,1.0926025064023634
337,0.15161080715933556,1.0930035530069744
338,0.15088479883872682,1.0930574879527921
339,0.15019275159541265,1.0931448548123717
340,0.1494481905793509,1.0930525256559758
341,0.1487438037280143,1.093363853995379
342,0.1479784491603641,1.093558434342849
343,0.1472515579652879,1.0936839204199351
344,0.14652491662934022,1.0938809032850714
345,0.1458696399169778,1.0941080068790052
346,0.14515828328326322,1.0945661947136158
347,0.14450473602336605,1.0946861643317152
348,0.1438376912000777,1.094848932083969
349,0.14316347254409353,1.0951563509544302
350,0.1424765049748731,1.0953116807133574
351,0.14179788448926134,1.0955957055361158
352,0.14113957201022415,1.0958882503739733
353,0.14046297965244559,1.0961627783000403
354,0.13984263593173854,1.0965100136616093
355,0.1391732927183988,1.0967552520416575
356,0.1385487124031542,1.0969230098318166
357,0.13795207672280888,1.097052737664244
358,0.13729675744145858,1.0971988970523672
359,0.13665594476437123,1.0972163370067483
360,0.13603517386459274,1.0974942995099446
361,0.13542300339382476,1.0975909616001172
362,0.13478952937048147,1.0979064451933482
363,0.13415308245475552,1.0982179543827533
364,0.13354186225258932,1.098358031478383
365,0.1329636290234668,1.0984599111756053
366,0.1323796616238975,1.0986000291718392
367,0.1317737827968397,1.0987163440054246
368,0.1311717406914665,1.0987696176761075
369,0.13063867616963157,1.0991018455607808
370,0.13008454771399902,1.0991744896140245
371,0.12951058004627894,1.099460679812437
372,0.12894489076721238,1.0997684284456954
373,0.12836532168017412,1.099958609721689
374,0.1277923410613654,1.1002756127561224
375,0.12721919215067828,1.1004678163152675
376,0.1266909944810184,1.1004719731042951
377,0.12612781604269394,1.100715184701412
378,0.1255852757896658,1.100993398175151
379,0.12502675704070065,1.1013647457569824
380,0.12448305292493907,1.1014977285988152
381,0.1239462914176944,1.1016154667371938
382,0.12342722335306722,1.1016997925167835
383,0.12292240428031576,1.1018872962016213
384,0.12241533800420906,1.101946607014479
385,0.12192605519841111,1.1020262359354729
386,0.12139368266512282,1.1024082828152586
387,0.12090504757604538,1.1027065885294904
388,0.1204161074383895,1.1030888363435316
389,0.11990436053156632,1.1032757728124125
390,0.11939066561765728,1.1034003716225742
391,0.1189304010053898,1.103640507153159
392,0.1184469596248822,1.1037573927865925
393,0.1178883015145532,1.1040732104566997
394,0.1173858499022615,1.1042643700325243
395,0.1168899501820176,1.1045019526098714
396,0.11642302551810124,1.1046217784687906
397,0.11595529763520972,1.1049619776660347
398,0.11551290928830245,1.105146624584595
399,0.11504060777894881,1.1052479924148975
400,0.11458546831881124,1.105286826339552
401,0.11411911763274908,1.1055148949588147
402,0.11366681463600842,1.1057517222707793
403,0.11323719393046433,1.1059264055748554
404,0.11280383025343499,1.1060483994454262
405,0.1123484604052577,1.1063711237553344
406,0.11191385753368412,1.1066225832738565
407,0.11148602580882046,1.1067412716906346
408,0.11106547950979283,1.1071471746327552
409,0.11065200570932401,1.1073470316987368
410,0.11021366219468767,1.107555774286784
411,0.10976802062372025,1.1078000676887405
412,0.10934949779739586,1.107921083870997
413,0.10893198235821945,1.1080491731466737
414,0.10850334758626906,1.1082331291137324
415,0.10811539217368547,1.1083191295001962
416,0.10768705151236559,1.108451794146922
417,0.10727286146037018,1.108756647186774
418,0.10687150888428819,1.1087801642176418
419,0.10645573374019088,1.1089230432225667
420,0.10604489491611578,1.1090701117897332
421,0.10565463126491956,1.1092280958915308
422,0.10526401648992154,1.109600048506054
423,0.10484639033648516,1.1097623252178892
424,0.10443759564478786,1.1100541782835807
425,0.10404945460725468,1.1103261468386791
426,0.10366500584147313,1.1105209007544
427,0.10329515898567393,1.1107003352213816
428,0.10290604741604555,1.111021497506872
429,0.10251353851165688,1.1112793492983746
430,0.10214837181936846,1.1115124400788137
431,0.10179907960275938,1.1116313421473933
432,0.10145203695707182,1.1118501223072963
433,0.10108501782241243,1.1121938821434105
434,0.10074195044644252,1.1124638417623192
435,0.10037895870016915,1.112637134261381
436,0.10003470359912518,1.1127937433570787
437,0.09967367439697183,1.113034726384676
438,0.09931101043539543,1.1131428908949101
439,0.0989692023469754,1.1134067888925392
440,0.09866390949893078,1.1136043332862529
441,0.09831134200114754,1.1138387873603097
442,0.0979787587110219,1.1141225453031849
443,0.09764663750933843,1.1144605357546515
444,0.09731277483704356,1.1146605615515637
445,0.09698996531822905,1.114831854740205
446,0.09666140030236246,1.1148478435413245
447,0.09634001650871142,1.1150761728527276
448,0.09599805400025313,1.1151685155754967
449,0.09568509212819273,1.115412308892237
450,0.09536267747133544,1.115601135142365
451,0.09503250246801187,1.1157680670866603
452,0.09472528251595057,1.1159828388609003
453,0.09439732414863101,1.1162069095065135
454,0.09404952320878648,1.1163887871799625
455,0.09373883642817202,1.116501233279705
456,0.09344802663469853,1.1165632223477133
457,0.0931549082208862,1.1169069979635151
458,0.09284188644622711,1.1170646899941221
459,0.09253136804990347,1.117291989203809
460,0.09222813572003014,1.1174530766841053
461,0.09192821074647284,1.11766625611383
462,0.09162895991225534,1.1176895757071088
463,0.09133266853874288,1.1178124165282817
464,0.09104599156754245,1.1182229100592849
465,0.09076891781081074,1.1183880864143658
466,0.0904915102630037,1.1185217151019242
467,0.09022232934714945,1.1188365409802783
468,0.08994273988302666,1.1189361712708341
469,0.08964467707426073,1.1192047447757114
470,0.08936718819355173,1.1194901999435114
471,0.0890818270927299,1.1197437219813946
472,0.08879694582724498,1.1199402344208784
473,0.08852477520929651,1.1200568991485897
474,0.08826564864218761,1.1201335861187318
475,0.08801424194047892,1.120417483496658
476,0.08775662326642088,1.1205679822392722
477,0.087480820605887,1.1207770842399531
478,0.087217099516476,1.1210194828985323
479,0.08696149672965042,1.1211684916067635
480,0.08670450010214024,1.1215707615293786
481,0.08643821328523874,1.1217981308247726
482,0.08618987216682442,1.1219857661916421
483,0.08594203261456729,1.1221569376126808
484,0.0856855173846478,1.122292090401761
485,0.08544518748170439,1.1225739461655484
486,0.08519746596498884,1.122831256716031
487,0.0849394919315143,1.123128883811264
488,0.08470841618377606,1.1233315020722148
489,0.08447685218857996,1.1234990581323427
490,0.08424491565937343,1.1236190806629383
491,0.08400576796622079,1.1238179884671808
492,0.08378295235943282,1.124132934857562
493,0.0835547720215748,1.1242857144033496
494,0.08329987492544162,1.1246068084975969
495,0.08306271790324206,1.1249149759582178
496,0.08283524822478458,1.1250742509017846
497,0.08261639279755227,1.1252501604287182
498,0.08238303819617743,1.1254223578219762
499,0.08215335379761676,1.125604856494765
